Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-18 09:15:00+05:30,2705.949951171875,2714.64990234375,2705.949951171875,2712.0,2712.0,0
2024-10-18 09:16:00+05:30,2712.0,2712.0,2699.800048828125,2699.800048828125,2699.800048828125,132694
2024-10-18 09:17:00+05:30,2699.85009765625,2700.0,2695.0,2699.39990234375,2699.39990234375,72616
2024-10-18 09:18:00+05:30,2698.5,2700.89990234375,2689.89990234375,2692.199951171875,2692.199951171875,89830
2024-10-18 09:19:00+05:30,2691.75,2693.0,2690.5,2691.35009765625,2691.35009765625,45276
2024-10-18 09:20:00+05:30,2691.449951171875,2691.449951171875,2685.0,2689.25,2689.25,112777
2024-10-18 09:21:00+05:30,2690.0,2691.699951171875,2688.0,2688.39990234375,2688.39990234375,26716
2024-10-18 09:22:00+05:30,2687.199951171875,2690.35009765625,2687.199951171875,2688.949951171875,2688.949951171875,31007
2024-10-18 09:23:00+05:30,2689.0,2689.75,2685.050048828125,2687.449951171875,2687.449951171875,27138
2024-10-18 09:24:00+05:30,2687.0,2687.949951171875,2682.75,2684.10009765625,2684.10009765625,46856
2024-10-18 09:25:00+05:30,2683.75,2688.550048828125,2683.75,2684.550048828125,2684.550048828125,33681
2024-10-18 09:26:00+05:30,2684.5,2690.0,2684.39990234375,2689.800048828125,2689.800048828125,33750
2024-10-18 09:27:00+05:30,2689.800048828125,2691.199951171875,2689.60009765625,2690.14990234375,2690.14990234375,23580
2024-10-18 09:28:00+05:30,2690.0,2690.10009765625,2686.89990234375,2689.0,2689.0,21809
2024-10-18 09:29:00+05:30,2688.0,2688.75,2685.199951171875,2685.199951171875,2685.199951171875,17571
2024-10-18 09:30:00+05:30,2685.14990234375,2688.85009765625,2684.0,2688.85009765625,2688.85009765625,27426
2024-10-18 09:31:00+05:30,2688.5,2689.800048828125,2687.199951171875,2688.60009765625,2688.60009765625,18586
2024-10-18 09:32:00+05:30,2688.60009765625,2690.85009765625,2687.5,2690.199951171875,2690.199951171875,30066
2024-10-18 09:33:00+05:30,2690.300048828125,2692.64990234375,2690.0,2690.60009765625,2690.60009765625,27279
2024-10-18 09:34:00+05:30,2690.64990234375,2692.949951171875,2689.5,2692.5,2692.5,14719
2024-10-18 09:35:00+05:30,2692.5,2694.800048828125,2692.39990234375,2692.64990234375,2692.64990234375,32154
2024-10-18 09:36:00+05:30,2692.64990234375,2692.64990234375,2688.5,2689.35009765625,2689.35009765625,24672
2024-10-18 09:37:00+05:30,2689.0,2692.60009765625,2689.0,2690.89990234375,2690.89990234375,15815
2024-10-18 09:38:00+05:30,2690.89990234375,2693.10009765625,2690.0,2692.0,2692.0,16026
2024-10-18 09:39:00+05:30,2692.0,2693.89990234375,2691.449951171875,2693.89990234375,2693.89990234375,15818
2024-10-18 09:40:00+05:30,2693.199951171875,2694.800048828125,2692.199951171875,2692.5,2692.5,15564
2024-10-18 09:41:00+05:30,2692.25,2693.5,2690.64990234375,2693.0,2693.0,14888
2024-10-18 09:42:00+05:30,2693.0,2693.64990234375,2692.050048828125,2693.64990234375,2693.64990234375,16210
2024-10-18 09:43:00+05:30,2693.050048828125,2693.5,2691.14990234375,2692.39990234375,2692.39990234375,15408
2024-10-18 09:44:00+05:30,2692.60009765625,2693.449951171875,2692.0,2693.199951171875,2693.199951171875,8324
2024-10-18 09:45:00+05:30,2693.199951171875,2694.5,2693.0,2694.5,2694.5,11969
2024-10-18 09:46:00+05:30,2694.5,2694.699951171875,2692.800048828125,2693.39990234375,2693.39990234375,12375
2024-10-18 09:47:00+05:30,2693.39990234375,2695.85009765625,2692.199951171875,2695.85009765625,2695.85009765625,21794
2024-10-18 09:48:00+05:30,2695.89990234375,2698.60009765625,2695.89990234375,2697.699951171875,2697.699951171875,24801
2024-10-18 09:49:00+05:30,2698.0,2698.699951171875,2697.0,2698.0,2698.0,17905
2024-10-18 09:50:00+05:30,2697.85009765625,2698.0,2696.199951171875,2697.10009765625,2697.10009765625,22623
2024-10-18 09:51:00+05:30,2697.10009765625,2698.39990234375,2697.0,2697.050048828125,2697.050048828125,21158
2024-10-18 09:52:00+05:30,2696.800048828125,2697.199951171875,2694.0,2694.699951171875,2694.699951171875,23744
2024-10-18 09:53:00+05:30,2694.699951171875,2697.0,2694.300048828125,2697.0,2697.0,12673
2024-10-18 09:54:00+05:30,2697.0,2697.0,2688.949951171875,2688.949951171875,2688.949951171875,73138
2024-10-18 09:55:00+05:30,2689.949951171875,2693.0,2687.85009765625,2692.25,2692.25,76360
2024-10-18 09:56:00+05:30,2692.25,2693.39990234375,2691.0,2691.550048828125,2691.550048828125,9265
2024-10-18 09:57:00+05:30,2691.5,2692.0,2690.0,2691.25,2691.25,17305
2024-10-18 09:58:00+05:30,2691.25,2693.75,2691.0,2693.550048828125,2693.550048828125,9092
2024-10-18 09:59:00+05:30,2693.449951171875,2693.60009765625,2691.14990234375,2692.75,2692.75,16448
2024-10-18 10:00:00+05:30,2692.699951171875,2695.0,2692.050048828125,2694.10009765625,2694.10009765625,15274
2024-10-18 10:01:00+05:30,2694.10009765625,2696.5,2694.0,2694.75,2694.75,11375
2024-10-18 10:02:00+05:30,2694.75,2695.64990234375,2693.89990234375,2694.14990234375,2694.14990234375,9059
2024-10-18 10:03:00+05:30,2694.5,2695.0,2694.0,2694.5,2694.5,10909
2024-10-18 10:04:00+05:30,2694.14990234375,2695.5,2694.0,2695.5,2695.5,9064
2024-10-18 10:05:00+05:30,2696.0,2698.949951171875,2694.949951171875,2698.60009765625,2698.60009765625,10638
2024-10-18 10:06:00+05:30,2698.60009765625,2698.60009765625,2696.39990234375,2697.199951171875,2697.199951171875,6892
2024-10-18 10:07:00+05:30,2697.35009765625,2699.0,2697.35009765625,2698.699951171875,2698.699951171875,12361
2024-10-18 10:08:00+05:30,2698.699951171875,2699.5,2698.0,2698.5,2698.5,12241
2024-10-18 10:09:00+05:30,2698.5,2699.449951171875,2698.0,2699.39990234375,2699.39990234375,9050
2024-10-18 10:10:00+05:30,2699.39990234375,2701.85009765625,2699.0,2700.699951171875,2700.699951171875,22352
2024-10-18 10:11:00+05:30,2700.050048828125,2701.89990234375,2700.050048828125,2701.35009765625,2701.35009765625,9763
2024-10-18 10:12:00+05:30,2702.0,2704.449951171875,2701.550048828125,2703.199951171875,2703.199951171875,31288
2024-10-18 10:13:00+05:30,2703.64990234375,2704.10009765625,2702.0,2703.60009765625,2703.60009765625,22660
2024-10-18 10:14:00+05:30,2703.64990234375,2704.0,2702.300048828125,2702.300048828125,2702.300048828125,8540
2024-10-18 10:15:00+05:30,2702.85009765625,2703.949951171875,2702.14990234375,2703.39990234375,2703.39990234375,7471
2024-10-18 10:16:00+05:30,2703.050048828125,2703.75,2701.10009765625,2701.10009765625,2701.10009765625,14030
2024-10-18 10:17:00+05:30,2700.550048828125,2703.0,2700.300048828125,2702.5,2702.5,11306
2024-10-18 10:18:00+05:30,2702.60009765625,2702.60009765625,2700.050048828125,2700.050048828125,2700.050048828125,6310
2024-10-18 10:19:00+05:30,2700.050048828125,2701.89990234375,2700.0,2701.5,2701.5,15423
2024-10-18 10:20:00+05:30,2701.5,2703.0,2701.0,2702.5,2702.5,11649
2024-10-18 10:21:00+05:30,2702.050048828125,2704.0,2701.89990234375,2702.550048828125,2702.550048828125,17649
2024-10-18 10:22:00+05:30,2703.35009765625,2708.64990234375,2703.35009765625,2708.64990234375,2708.64990234375,25687
2024-10-18 10:23:00+05:30,2709.0,2709.89990234375,2707.0,2707.449951171875,2707.449951171875,18363
2024-10-18 10:24:00+05:30,2707.0,2707.39990234375,2705.60009765625,2706.10009765625,2706.10009765625,9032
2024-10-18 10:25:00+05:30,2706.0,2706.949951171875,2705.050048828125,2706.64990234375,2706.64990234375,7553
2024-10-18 10:26:00+05:30,2706.5,2706.5,2705.050048828125,2705.14990234375,2705.14990234375,5437
2024-10-18 10:27:00+05:30,2705.14990234375,2710.0,2705.0,2707.949951171875,2707.949951171875,17910
2024-10-18 10:28:00+05:30,2707.949951171875,2709.0,2707.050048828125,2708.800048828125,2708.800048828125,7999
2024-10-18 10:29:00+05:30,2708.10009765625,2708.800048828125,2708.0,2708.199951171875,2708.199951171875,8064
2024-10-18 10:30:00+05:30,2708.0,2711.949951171875,2707.5,2711.10009765625,2711.10009765625,21218
2024-10-18 10:31:00+05:30,2711.10009765625,2714.949951171875,2711.10009765625,2714.949951171875,2714.949951171875,25467
2024-10-18 10:32:00+05:30,2714.35009765625,2716.64990234375,2713.449951171875,2713.949951171875,2713.949951171875,21251
2024-10-18 10:33:00+05:30,2713.949951171875,2716.0,2713.60009765625,2715.39990234375,2715.39990234375,17795
2024-10-18 10:34:00+05:30,2714.800048828125,2715.0,2713.35009765625,2714.550048828125,2714.550048828125,10624
2024-10-18 10:35:00+05:30,2714.550048828125,2714.949951171875,2713.550048828125,2714.10009765625,2714.10009765625,9806
2024-10-18 10:36:00+05:30,2714.10009765625,2716.449951171875,2713.89990234375,2716.199951171875,2716.199951171875,21857
2024-10-18 10:37:00+05:30,2716.0,2716.449951171875,2714.0,2714.64990234375,2714.64990234375,9886
2024-10-18 10:38:00+05:30,2714.64990234375,2714.949951171875,2711.449951171875,2712.75,2712.75,13595
