priority,symbol,identifier,series,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,totalTradedVolume,totalTradedValue,yearHigh,yearLow,nearWKH,nearWKL,perChange365d,date365dAgo,perChange30d,date30dAgo,chart365dPath,chart30dPath,chartTodayPath
0,MOTHERSON,MOTHERSONEQN,EQ,202,205.8,198.54,204.8,202.91,1.89,0.93,13896670,2825609911.1000004,216.99,86.8,5.617770404166089,-135.94470046082952,113.24,19-Oct-2023,0.48,18-Sep-2024,https://nsearchives.nseindia.com/365d/MOTHERSON-EQ.svg,https://nsearchives.nseindia.com/30d/MOTHERSON-EQ.svg,https://nsearchives.nseindia.com/today/MOTHERSONEQN.svg
0,AWL,AWLEQN,EQ,326.05,331.8,322.3,330.65,327.6,3.05,0.93,1129658,369996884.73999995,410.5,285.8,19.451887941534718,-15.692792162351282,-2.71,19-Oct-2023,-6.94,18-Sep-2024,https://nsearchives.nseindia.com/365d/AWL-EQ.svg,https://nsearchives.nseindia.com/30d/AWL-EQ.svg,https://nsearchives.nseindia.com/today/AWLEQN.svg
0,BANDHANBNK,BANDHANBNKEQN,EQ,190,192.68,188.19,191.96,190.19,1.77,0.93,9895258,1890587993.48,263.1,169.15,27.0391486126948,-13.48507242092817,-16.23,19-Oct-2023,-9.93,18-Sep-2024,https://nsearchives.nseindia.com/365d/BANDHANBNK-EQ.svg,https://nsearchives.nseindia.com/30d/BANDHANBNK-EQ.svg,https://nsearchives.nseindia.com/today/BANDHANBNKEQN.svg
0,SUNPHARMA,SUNPHARMAEQN,EQ,1900,1917.9,1872.7,1907.1,1889.55,17.55,0.93,1203693,2295406440.21,1960.35,1068.35,2.716351671895325,-78.50891561754108,67.35,19-Oct-2023,4.05,18-Sep-2024,https://nsearchives.nseindia.com/365d/SUNPHARMA-EQ.svg,https://nsearchives.nseindia.com/30d/SUNPHARMA-EQ.svg,https://nsearchives.nseindia.com/today/SUNPHARMAEQN.svg
0,VIPIND,VIPINDEQN,EQ,515,522.15,505.3,519.7,514.95,4.75,0.92,432455,222991096.2,672.55,428.5,22.726934800386577,-21.28354725787632,-21.6,19-Oct-2023,4.72,18-Sep-2024,https://nsearchives.nseindia.com/365d/VIPIND-EQ.svg,https://nsearchives.nseindia.com/30d/VIPIND-EQ.svg,https://nsearchives.nseindia.com/today/VIPINDEQN.svg
0,MEDPLUS,MEDPLUSEQN,EQ,675.85,686.3,674.5,682,675.85,6.15,0.91,281308,191672018.88,849,598.6,19.67020023557126,-13.932509188105577,-11.17,19-Oct-2023,1.91,18-Sep-2024,https://nsearchives.nseindia.com/365d/MEDPLUS-EQ.svg,https://nsearchives.nseindia.com/30d/MEDPLUS-EQ.svg,https://nsearchives.nseindia.com/today/MEDPLUSEQN.svg
0,NAVINFLUOR,NAVINFLUOREQN,EQ,3329,3384,3282.95,3360.1,3330,30.1,0.9,199530,666166820.4,3979.45,2875.95,15.563708552689441,-16.83443731636503,-7.47,19-Oct-2023,5.05,18-Sep-2024,https://nsearchives.nseindia.com/365d/NAVINFLUOR-EQ.svg,https://nsearchives.nseindia.com/30d/NAVINFLUOR-EQ.svg,https://nsearchives.nseindia.com/today/NAVINFLUOREQN.svg
0,LTFOODS,LTFOODSEQN,EQ,417.5,421.1,410,421.1,417.35,3.75,0.9,934061,388298498.31,447.95,150.35,5.993972541578294,-180.07981376787495,-,-,-0.24,18-Sep-2024,-,https://nsearchives.nseindia.com/30d/LTFOODS-EQ.svg,https://nsearchives.nseindia.com/today/LTFOODSEQN.svg
0,SANGHIIND,SANGHIINDEQN,EQ,80.95,82.12,79.91,82.08,81.35,0.73,0.9,158919,12915347.129999999,156,79.91,47.38461538461539,-2.7155549993742985,-,-,-5.07,18-Sep-2024,-,https://nsearchives.nseindia.com/30d/SANGHIIND-EQ.svg,https://nsearchives.nseindia.com/today/SANGHIINDEQN.svg
0,INDIANB,INDIANBEQN,EQ,512.5,522,507.4,517.4,512.8,4.6,0.9,569461,294291750.19,632.7,390.9,18.223486644539285,-32.36121770273728,22.93,19-Oct-2023,2.69,18-Sep-2024,https://nsearchives.nseindia.com/365d/INDIANB-EQ.svg,https://nsearchives.nseindia.com/30d/INDIANB-EQ.svg,https://nsearchives.nseindia.com/today/INDIANBEQN.svg
0,RHIM,RHIMEQN,EQ,613.8,614.2,594.95,614.2,608.8,5.4,0.89,118163,71425988.61,824,504.25,25.461165048543684,-21.804660386712946,-14.55,19-Oct-2023,2.76,18-Sep-2024,https://nsearchives.nseindia.com/365d/RHIM-EQ.svg,https://nsearchives.nseindia.com/30d/RHIM-EQ.svg,https://nsearchives.nseindia.com/today/RHIMEQN.svg
0,BBTC,BBTCEQN,EQ,2646,2725,2585,2670.15,2646.95,23.2,0.88,81016,215687276.48000002,2975,1166.65,10.247058823529409,-128.87326961813739,126.92,19-Oct-2023,-0.4,18-Sep-2024,https://nsearchives.nseindia.com/365d/BBTC-EQ.svg,https://nsearchives.nseindia.com/30d/BBTC-EQ.svg,https://nsearchives.nseindia.com/today/BBTCEQN.svg
0,COLPAL,COLPALEQN,EQ,3370.25,3433.85,3349,3399.65,3370.25,29.4,0.87,254765,865829043.1,3890,2005,12.605398457583545,-69.55860349127182,62.6,19-Oct-2023,-6.57,18-Sep-2024,https://nsearchives.nseindia.com/365d/COLPAL-EQ.svg,https://nsearchives.nseindia.com/30d/COLPAL-EQ.svg,https://nsearchives.nseindia.com/today/COLPALEQN.svg
0,ANURAS,ANURASEQN,EQ,721,730.5,712.65,730,723.75,6.25,0.86,26859,19435440.990000002,1106.3,712.65,34.01428184036879,-2.43457517715569,-14.48,19-Oct-2023,-4.19,18-Sep-2024,https://nsearchives.nseindia.com/365d/ANURAS-EQ.svg,https://nsearchives.nseindia.com/30d/ANURAS-EQ.svg,https://nsearchives.nseindia.com/today/ANURASEQN.svg
0,BEL,BELEQN,EQ,282.9,287.8,277.8,287,284.55,2.45,0.86,10095514,2870558450.7599998,340.5,127,15.712187958883995,-125.98425196850394,109.6,19-Oct-2023,1.52,18-Sep-2024,https://nsearchives.nseindia.com/365d/BEL-EQ.svg,https://nsearchives.nseindia.com/30d/BEL-EQ.svg,https://nsearchives.nseindia.com/today/BELEQN.svg
0,3MINDIA,3MINDIAEQN,EQ,33740,34223.55,33325.8,34000,33718.55,281.45,0.83,4513,152866141.20000002,40856.5,28498.95,16.781907407634037,-19.30264097449204,11.73,19-Oct-2023,-3.85,18-Sep-2024,https://nsearchives.nseindia.com/365d/3MINDIA-EQ.svg,https://nsearchives.nseindia.com/30d/3MINDIA-EQ.svg,https://nsearchives.nseindia.com/today/3MINDIAEQN.svg
0,BSE,BSEEQN,EQ,4237,4443,4101,4292.15,4257.55,34.6,0.81,5711214,24615617900.7,4989.8,1466,13.981522305503237,-192.77967257844472,178.02,19-Oct-2023,9.72,18-Sep-2024,https://nsearchives.nseindia.com/365d/BSE-EQ.svg,https://nsearchives.nseindia.com/30d/BSE-EQ.svg,https://nsearchives.nseindia.com/today/BSEEQN.svg
0,BALMLAWRIE,BALMLAWRIEEQN,EQ,252.05,260.05,248.7,257.5,255.45,2.05,0.8,384644,97291853.36,320.45,129.4,19.644250273053515,-98.99536321483771,73.31,19-Oct-2023,-9.37,18-Sep-2024,https://nsearchives.nseindia.com/365d/BALMLAWRIE-EQ.svg,https://nsearchives.nseindia.com/30d/BALMLAWRIE-EQ.svg,https://nsearchives.nseindia.com/today/BALMLAWRIEEQN.svg
0,BOSCHLTD,BOSCHLTDEQN,EQ,36486.9,36926.95,36060.15,36775,36484.9,290.1,0.8,21112,774353325.1999999,39088.8,19300,5.919342624997449,-90.5440414507772,81.89,19-Oct-2023,7.09,18-Sep-2024,https://nsearchives.nseindia.com/365d/BOSCHLTD-EQ.svg,https://nsearchives.nseindia.com/30d/BOSCHLTD-EQ.svg,https://nsearchives.nseindia.com/today/BOSCHLTDEQN.svg
0,ACC,ACCEQN,EQ,2265.1,2289.65,2236.15,2283,2265.1,17.9,0.79,205894,465822821.36,2844,1803,19.72573839662447,-26.622296173044926,12.56,19-Oct-2023,-7.74,18-Sep-2024,https://nsearchives.nseindia.com/365d/ACC-EQ.svg,https://nsearchives.nseindia.com/30d/ACC-EQ.svg,https://nsearchives.nseindia.com/today/ACCEQN.svg
0,ORCHPHARMA,ORCHPHARMAEQN,EQ,1335,1367.9,1306.2,1346.05,1335.6,10.45,0.78,26288,35284016.480000004,1590,432.05,15.342767295597486,-211.54958916792037,184.06,19-Oct-2023,-3.95,18-Sep-2024,https://nsearchives.nseindia.com/365d/ORCHPHARMA-EQ.svg,https://nsearchives.nseindia.com/30d/ORCHPHARMA-EQ.svg,https://nsearchives.nseindia.com/today/ORCHPHARMAEQN.svg
0,TTML,TTMLEQN,EQ,78.59,80.71,77.35,79.71,79.1,0.61,0.77,4232553,335641452.9,111.4,65.05,28.447037701974875,-22.536510376633352,-16.94,19-Oct-2023,-9.92,18-Sep-2024,https://nsearchives.nseindia.com/365d/TTML-EQ.svg,https://nsearchives.nseindia.com/30d/TTML-EQ.svg,https://nsearchives.nseindia.com/today/TTMLEQN.svg
0,SPLPETRO,SPLPETROEQN,EQ,773.05,789.55,760,780,774.05,5.95,0.77,40516,31319678.32,926.6,521.25,15.821282106626377,-49.64028776978417,30.1,19-Oct-2023,-11.83,18-Sep-2024,https://nsearchives.nseindia.com/365d/SPLPETRO-EQ.svg,https://nsearchives.nseindia.com/30d/SPLPETRO-EQ.svg,https://nsearchives.nseindia.com/today/SPLPETROEQN.svg
0,TCS,TCSEQN,EQ,4090,4146.15,4080,4130.5,4109,31.5,0.77,2361000,9730294860,4592.25,3311,10.054983940334258,-24.750830564784053,19.31,19-Oct-2023,-5.13,18-Sep-2024,https://nsearchives.nseindia.com/365d/TCS-EQ.svg,https://nsearchives.nseindia.com/30d/TCS-EQ.svg,https://nsearchives.nseindia.com/today/TCSEQN.svg
0,ASTRAL,ASTRALEQN,EQ,1866.55,1879,1843.35,1877,1862.75,14.25,0.76,313813,586356452.37,2454,1740,23.512632436837816,-7.873563218390805,1.51,19-Oct-2023,-1.3,18-Sep-2024,https://nsearchives.nseindia.com/365d/ASTRAL-EQ.svg,https://nsearchives.nseindia.com/30d/ASTRAL-EQ.svg,https://nsearchives.nseindia.com/today/ASTRALEQN.svg
0,PEL,PELEQN,EQ,1039.85,1063.95,1015.35,1043.95,1036.05,7.9,0.76,893456,930319994.56,1143.8,736.6,8.72967301975869,-41.72549551995656,1.43,19-Oct-2023,-4.23,18-Sep-2024,https://nsearchives.nseindia.com/365d/PEL-EQ.svg,https://nsearchives.nseindia.com/30d/PEL-EQ.svg,https://nsearchives.nseindia.com/today/PELEQN.svg
0,OFSS,OFSSEQN,EQ,11473.7,11599,11301.05,11590,11502.45,87.55,0.76,77607,893184395.49,12619,3868.8,8.154370393850543,-199.5760959470637,188.76,19-Oct-2023,2.88,18-Sep-2024,https://nsearchives.nseindia.com/365d/OFSS-EQ.svg,https://nsearchives.nseindia.com/30d/OFSS-EQ.svg,https://nsearchives.nseindia.com/today/OFSSEQN.svg
0,VIJAYA,VIJAYAEQN,EQ,1001.35,1037,979.2,1008.9,1001.35,7.55,0.75,268981,268012668.4,1107.65,536.7,8.91527106938113,-87.98211291224145,70.28,19-Oct-2023,10.24,18-Sep-2024,https://nsearchives.nseindia.com/365d/VIJAYA-EQ.svg,https://nsearchives.nseindia.com/30d/VIJAYA-EQ.svg,https://nsearchives.nseindia.com/today/VIJAYAEQN.svg
0,BEPL,BEPLEQN,EQ,152.5,157.25,149.01,154.5,153.35,1.15,0.75,1138302,174991166.45999998,177,81.6,12.711864406779661,-89.33823529411767,65.47,19-Oct-2023,-0.9,18-Sep-2024,https://nsearchives.nseindia.com/365d/BEPL-EQ.svg,https://nsearchives.nseindia.com/30d/BEPL-EQ.svg,https://nsearchives.nseindia.com/today/BEPLEQN.svg
0,ADANIPORTS,ADANIPORTSEQN,EQ,1389,1410.55,1376,1405.1,1394.7,10.4,0.75,1290065,1804723531.1000001,1621.4,754.5,13.340323177500936,-86.22929092113982,77.28,19-Oct-2023,-1.62,18-Sep-2024,https://nsearchives.nseindia.com/365d/ADANIPORTS-EQ.svg,https://nsearchives.nseindia.com/30d/ADANIPORTS-EQ.svg,https://nsearchives.nseindia.com/today/ADANIPORTSEQN.svg
0,TATAPOWER,TATAPOWEREQN,EQ,449.9,456.5,443.05,453.55,450.2,3.35,0.74,11045862,4994607420.54,494.85,230.8,8.345963423259574,-96.51213171577123,79.98,19-Oct-2023,2.94,18-Sep-2024,https://nsearchives.nseindia.com/365d/TATAPOWER-EQ.svg,https://nsearchives.nseindia.com/30d/TATAPOWER-EQ.svg,https://nsearchives.nseindia.com/today/TATAPOWEREQN.svg
0,FEDERALBNK,FEDERALBNKEQN,EQ,193.5,196.25,190.27,195.05,193.61,1.44,0.74,7308007,1419507279.68,206.59,137.25,5.585943172467201,-42.11293260473589,32.99,19-Oct-2023,5.05,18-Sep-2024,https://nsearchives.nseindia.com/365d/FEDERALBNK-EQ.svg,https://nsearchives.nseindia.com/30d/FEDERALBNK-EQ.svg,https://nsearchives.nseindia.com/today/FEDERALBNKEQN.svg
0,MINDACORP,MINDACORPEQN,EQ,530,541,518.3,535.1,531.2,3.9,0.73,466112,248908469.12,652,313,17.929447852760735,-70.95846645367413,47.53,19-Oct-2023,-0.43,18-Sep-2024,https://nsearchives.nseindia.com/365d/MINDACORP-EQ.svg,https://nsearchives.nseindia.com/30d/MINDACORP-EQ.svg,https://nsearchives.nseindia.com/today/MINDACORPEQN.svg
0,ENGINERSIN,ENGINERSINEQN,EQ,186.7,190.2,183.36,189.2,187.83,1.37,0.73,5744047,1067014170.7199999,303.9,116.45,37.74267851266864,-62.47316444826104,34.35,19-Oct-2023,-10.38,18-Sep-2024,https://nsearchives.nseindia.com/365d/ENGINERSIN-EQ.svg,https://nsearchives.nseindia.com/30d/ENGINERSIN-EQ.svg,https://nsearchives.nseindia.com/today/ENGINERSINEQN.svg
0,PFC,PFCEQN,EQ,468.8,473.75,457.3,472.85,469.45,3.4,0.72,7642993,3569659880.65,580,225.5,18.47413793103448,-109.68957871396897,89.8,19-Oct-2023,-3.93,18-Sep-2024,https://nsearchives.nseindia.com/365d/PFC-EQ.svg,https://nsearchives.nseindia.com/30d/PFC-EQ.svg,https://nsearchives.nseindia.com/today/PFCEQN.svg
0,NATCOPHARM,NATCOPHARMEQN,EQ,1392,1403.85,1365.6,1399,1389.2,9.8,0.71,412879,572052112.08,1639,724.2,14.643075045759609,-93.17867992267328,67.75,19-Oct-2023,-9.36,18-Sep-2024,https://nsearchives.nseindia.com/365d/NATCOPHARM-EQ.svg,https://nsearchives.nseindia.com/30d/NATCOPHARM-EQ.svg,https://nsearchives.nseindia.com/today/NATCOPHARMEQN.svg
0,HDFCBANK,HDFCBANKEQN,EQ,1663.1,1691,1654.1,1684.8,1673.15,11.65,0.7,12404862,20776779315.18,1794,1363.55,6.086956521739133,-23.559825455612188,11.02,19-Oct-2023,-0.76,18-Sep-2024,https://nsearchives.nseindia.com/365d/HDFCBANK-EQ.svg,https://nsearchives.nseindia.com/30d/HDFCBANK-EQ.svg,https://nsearchives.nseindia.com/today/HDFCBANKEQN.svg
0,GPIL,GPILEQN,EQ,186.2,189,183.95,189,187.7,1.3,0.69,1522256,283322286.72,244.79,114.57,22.79096368315699,-64.96465043205029,-70.87,19-Oct-2023,-79.88,18-Sep-2024,https://nsearchives.nseindia.com/365d/GPIL-EQ.svg,https://nsearchives.nseindia.com/30d/GPIL-EQ.svg,https://nsearchives.nseindia.com/today/GPILEQN.svg
0,GATEWAY,GATEWAYEQN,EQ,86.29,86.63,83.57,86.25,85.66,0.59,0.69,651395,55433714.5,121.55,83.57,29.04154668860551,-3.2068924255115556,-3.74,19-Oct-2023,-11.45,18-Sep-2024,https://nsearchives.nseindia.com/365d/GATEWAY-EQ.svg,https://nsearchives.nseindia.com/30d/GATEWAY-EQ.svg,https://nsearchives.nseindia.com/today/GATEWAYEQN.svg
0,OPTIEMUS,OPTIEMUSBEN,BE,711,725,684.25,716.4,711.5,4.9,0.69,63856,45005070.239999995,873.8,215.8,18.013275349050126,-231.9740500463392,-,-,-,-,-,-,https://nsearchives.nseindia.com/today/OPTIEMUSBEN.svg
0,HERITGFOOD,HERITGFOODEQN,EQ,617.2,637.8,607.3,629.5,625.3,4.2,0.67,400966,251465826.89999998,727.35,209.3,13.452945624527397,-200.76445293836596,160.72,19-Oct-2023,8.79,18-Sep-2024,https://nsearchives.nseindia.com/365d/HERITGFOOD-EQ.svg,https://nsearchives.nseindia.com/30d/HERITGFOOD-EQ.svg,https://nsearchives.nseindia.com/today/HERITGFOODEQN.svg
0,KAYNES,KAYNESEQN,EQ,5545.55,5638,5402,5620,5582.6,37.4,0.67,283762,1569708956.36,5909.95,2158,4.906132877604715,-160.42632066728453,120.12,19-Oct-2023,2.44,18-Sep-2024,https://nsearchives.nseindia.com/365d/KAYNES-EQ.svg,https://nsearchives.nseindia.com/30d/KAYNES-EQ.svg,https://nsearchives.nseindia.com/today/KAYNESEQN.svg
0,JPPOWER,JPPOWEREQN,EQ,19.9,20.34,19.4,20.03,19.9,0.13,0.65,72852665,1454867720.05,24,8.35,16.54166666666666,-139.88023952095813,101.11,19-Oct-2023,16.34,18-Sep-2024,https://nsearchives.nseindia.com/365d/JPPOWER-EQ.svg,https://nsearchives.nseindia.com/30d/JPPOWER-EQ.svg,https://nsearchives.nseindia.com/today/JPPOWEREQN.svg
0,CASTROLIND,CASTROLINDEQN,EQ,220,223.75,216.26,222.25,220.83,1.42,0.64,2168930,477446560.9,284.4,132.4,21.853023909985932,-67.86253776435045,53.63,19-Oct-2023,-11.85,18-Sep-2024,https://nsearchives.nseindia.com/365d/CASTROLIND-EQ.svg,https://nsearchives.nseindia.com/30d/CASTROLIND-EQ.svg,https://nsearchives.nseindia.com/today/CASTROLINDEQN.svg
0,GLAND,GLANDEQN,EQ,1639,1655.55,1598.6,1650.05,1639.65,10.4,0.63,406250,658580000,2220.95,1475.05,25.705216236295275,-11.86400461001322,2.59,19-Oct-2023,-10.39,18-Sep-2024,https://nsearchives.nseindia.com/365d/GLAND-EQ.svg,https://nsearchives.nseindia.com/30d/GLAND-EQ.svg,https://nsearchives.nseindia.com/today/GLANDEQN.svg
0,TATACONSUM,TATACONSUMEQN,EQ,1090.15,1098.15,1072.05,1097,1090.15,6.85,0.63,953926,1035038327.78,1256.44,863.37,12.68982203686607,-27.06024068475856,22.1,19-Oct-2023,-8.96,18-Sep-2024,https://nsearchives.nseindia.com/365d/TATACONSUM-EQ.svg,https://nsearchives.nseindia.com/30d/TATACONSUM-EQ.svg,https://nsearchives.nseindia.com/today/TATACONSUMEQN.svg
0,CUB,CUBEQN,EQ,152.56,155.04,151.23,154.28,153.32,0.96,0.63,1674478,257350523.82,176.82,125.4,12.747426761678538,-23.030303030303024,11.6,19-Oct-2023,-8.14,18-Sep-2024,https://nsearchives.nseindia.com/365d/CUB-EQ.svg,https://nsearchives.nseindia.com/30d/CUB-EQ.svg,https://nsearchives.nseindia.com/today/CUBEQN.svg
0,NESCO,NESCOEQN,EQ,951,972,935.95,964.2,958.25,5.95,0.62,59714,57171377.879999995,1058.75,616.05,8.930342384887837,-56.51327002678356,43.9,19-Oct-2023,0.93,18-Sep-2024,https://nsearchives.nseindia.com/365d/NESCO-EQ.svg,https://nsearchives.nseindia.com/30d/NESCO-EQ.svg,https://nsearchives.nseindia.com/today/NESCOEQN.svg
0,IOC,IOCEQN,EQ,163.3,165.97,161.74,165.3,164.28,1.02,0.62,11701011,1917678692.7899997,196.8,85.5,16.006097560975608,-93.33333333333334,82.4,19-Oct-2023,-1.84,18-Sep-2024,https://nsearchives.nseindia.com/365d/IOC-EQ.svg,https://nsearchives.nseindia.com/30d/IOC-EQ.svg,https://nsearchives.nseindia.com/today/IOCEQN.svg
0,ENTERO,ENTEROEQN,EQ,1379.2,1434.95,1351.7,1385,1376.55,8.45,0.61,19245,26611601.099999998,1510.9,970,8.332781785690653,-42.78350515463917,-,-,2.77,18-Sep-2024,-,https://nsearchives.nseindia.com/30d/ENTERO-EQ.svg,https://nsearchives.nseindia.com/today/ENTEROEQN.svg
0,ULTRACEMCO,ULTRACEMCOEQN,EQ,11017.3,11139.95,10901,11084,11017.3,66.7,0.61,330703,3657082432.53,12138,8155.55,8.683473389355742,-35.907449528235375,29.94,19-Oct-2023,-4.83,18-Sep-2024,https://nsearchives.nseindia.com/365d/ULTRACEMCO-EQ.svg,https://nsearchives.nseindia.com/30d/ULTRACEMCO-EQ.svg,https://nsearchives.nseindia.com/today/ULTRACEMCOEQN.svg
0,ESAFSFB,ESAFSFBEQN,EQ,46.54,47.65,45.85,46.65,46.37,0.28,0.6,928257,43553818.440000005,82.4,44,43.385922330097095,-6.02272727272727,-,-,-5.95,18-Sep-2024,-,https://nsearchives.nseindia.com/30d/ESAFSFB-EQ.svg,https://nsearchives.nseindia.com/today/ESAFSFBEQN.svg
0,TRENT,TRENTEQN,EQ,7720,7800,7630.1,7765.8,7719.65,46.15,0.6,571161,4421077432.11,8345,1945,6.940683043738764,-299.2699228791774,276.98,19-Oct-2023,5.89,18-Sep-2024,https://nsearchives.nseindia.com/365d/TRENT-EQ.svg,https://nsearchives.nseindia.com/30d/TRENT-EQ.svg,https://nsearchives.nseindia.com/today/TRENTEQN.svg
0,UPL,UPLEQN,EQ,554,557.75,542.6,557,553.7,3.3,0.6,1402020,774111322.8,628.25,447.8,11.341026661360923,-24.38588655649843,-9.5,19-Oct-2023,-8.24,18-Sep-2024,https://nsearchives.nseindia.com/365d/UPL-EQ.svg,https://nsearchives.nseindia.com/30d/UPL-EQ.svg,https://nsearchives.nseindia.com/today/UPLEQN.svg
0,GRSE,GRSEEQN,EQ,1744.7,1829,1684.4,1755.05,1744.7,10.35,0.59,3006209,5347444569.2,2833.8,648.3,38.067259510198326,-170.71571803177542,123.87,19-Oct-2023,2.77,18-Sep-2024,https://nsearchives.nseindia.com/365d/GRSE-EQ.svg,https://nsearchives.nseindia.com/30d/GRSE-EQ.svg,https://nsearchives.nseindia.com/today/GRSEEQN.svg
0,JBMA,JBMAEQN,EQ,1696,1724.55,1675.1,1715,1704.9,10.1,0.59,106627,181271231.35,2428.35,1113.35,29.37591368624786,-54.03961018547628,-,-,-13.15,18-Sep-2024,-,https://nsearchives.nseindia.com/30d/JBMA-EQ.svg,https://nsearchives.nseindia.com/today/JBMAEQN.svg
0,CONCOR,CONCOREQN,EQ,864.05,876,854.55,874,868.9,5.1,0.59,1432195,1240653240.7,1180,672.2,25.93220338983051,-30.020827134781307,22.31,19-Oct-2023,-5.92,18-Sep-2024,https://nsearchives.nseindia.com/365d/CONCOR-EQ.svg,https://nsearchives.nseindia.com/30d/CONCOR-EQ.svg,https://nsearchives.nseindia.com/today/CONCOREQN.svg
0,LLOYDSENGG,LLOYDSENGGEQN,EQ,77.5,80.49,76.12,78.79,78.34,0.45,0.57,5080918,399969864.96,93.4,39.6,15.642398286937901,-98.96464646464648,-,-,0.04,18-Sep-2024,-,https://nsearchives.nseindia.com/30d/LLOYDSENGG-EQ.svg,https://nsearchives.nseindia.com/today/LLOYDSENGGEQN.svg
0,INDIGOPNTS,INDIGOPNTSEQN,EQ,1565,1593.9,1531.7,1570,1561.5,8.5,0.54,183983,287937074.66,1603,1250,2.0586400499064252,-25.6,7.3,19-Oct-2023,6.33,18-Sep-2024,https://nsearchives.nseindia.com/365d/INDIGOPNTS-EQ.svg,https://nsearchives.nseindia.com/30d/INDIGOPNTS-EQ.svg,https://nsearchives.nseindia.com/today/INDIGOPNTSEQN.svg
0,CIEINDIA,CIEINDIAEQN,EQ,528.85,538,518.65,531.7,528.85,2.85,0.54,138589,73485431.36,622.4,406.8,14.57262210796914,-30.703048180924295,14.36,19-Oct-2023,-7.48,18-Sep-2024,https://nsearchives.nseindia.com/365d/CIEINDIA-EQ.svg,https://nsearchives.nseindia.com/30d/CIEINDIA-EQ.svg,https://nsearchives.nseindia.com/today/CIEINDIAEQN.svg
0,CUMMINSIND,CUMMINSINDEQN,EQ,3687.05,3715.5,3640,3711.8,3692,19.8,0.54,200159,739479419.14,4171.9,1659.05,11.028548143531712,-123.73044814803653,117.4,19-Oct-2023,-1.43,18-Sep-2024,https://nsearchives.nseindia.com/365d/CUMMINSIND-EQ.svg,https://nsearchives.nseindia.com/30d/CUMMINSIND-EQ.svg,https://nsearchives.nseindia.com/today/CUMMINSINDEQN.svg
0,PNB,PNBEQN,EQ,102.75,104.12,102.42,103,102.46,0.54,0.53,18567809,1919911450.6000001,142.9,67.35,27.92162351294612,-52.93244246473646,39.55,19-Oct-2023,-5.04,18-Sep-2024,https://nsearchives.nseindia.com/365d/PNB-EQ.svg,https://nsearchives.nseindia.com/30d/PNB-EQ.svg,https://nsearchives.nseindia.com/today/PNBEQN.svg
0,UNIONBANK,UNIONBANKEQN,EQ,111.16,114.27,110.27,112.11,111.53,0.58,0.52,11285455,1265099505.5,172.5,91.25,35.00869565217391,-22.86027397260274,9.48,19-Oct-2023,-8.76,18-Sep-2024,https://nsearchives.nseindia.com/365d/UNIONBANK-EQ.svg,https://nsearchives.nseindia.com/30d/UNIONBANK-EQ.svg,https://nsearchives.nseindia.com/today/UNIONBANKEQN.svg
0,INDIGO,INDIGOEQN,EQ,4600,4697,4573.6,4647.8,4624,23.8,0.51,624908,2912452473.8799996,5035,2388.85,7.690168818272093,-94.56223705967308,84.49,19-Oct-2023,-5.31,18-Sep-2024,https://nsearchives.nseindia.com/365d/INDIGO-EQ.svg,https://nsearchives.nseindia.com/30d/INDIGO-EQ.svg,https://nsearchives.nseindia.com/today/INDIGOEQN.svg
0,MPHASIS,MPHASISEQN,EQ,3070,3108.9,3002.4,3096,3080.2,15.8,0.51,965115,2956687709.4,3187.8,2069.1,2.879728966685494,-49.63027403218792,36.94,19-Oct-2023,3.04,18-Sep-2024,https://nsearchives.nseindia.com/365d/MPHASIS-EQ.svg,https://nsearchives.nseindia.com/30d/MPHASIS-EQ.svg,https://nsearchives.nseindia.com/today/MPHASISEQN.svg
0,FINCABLES,FINCABLESEQN,EQ,1313.4,1328.65,1287.5,1320.1,1313.4,6.7,0.51,87628,114981956.48,1700,831.25,22.347058823529416,-58.80902255639097,43.97,19-Oct-2023,-5.71,18-Sep-2024,https://nsearchives.nseindia.com/365d/FINCABLES-EQ.svg,https://nsearchives.nseindia.com/30d/FINCABLES-EQ.svg,https://nsearchives.nseindia.com/today/FINCABLESEQN.svg
0,NIACL,NIACLEQN,EQ,207.79,209.79,203.15,209.62,208.57,1.05,0.5,500129,103666739.12,324.7,130.1,35.44194641207268,-61.12221368178325,45.74,19-Oct-2023,-10.45,18-Sep-2024,https://nsearchives.nseindia.com/365d/NIACL-EQ.svg,https://nsearchives.nseindia.com/30d/NIACL-EQ.svg,https://nsearchives.nseindia.com/today/NIACLEQN.svg
0,MMTC,MMTCEQN,EQ,81.74,85.3,80.1,82.11,81.71,0.4,0.49,3230111,268357621.88,131.8,49.7,37.701062215478004,-65.2112676056338,16.57,19-Oct-2023,-10.72,18-Sep-2024,https://nsearchives.nseindia.com/365d/MMTC-EQ.svg,https://nsearchives.nseindia.com/30d/MMTC-EQ.svg,https://nsearchives.nseindia.com/today/MMTCEQN.svg
0,MUTHOOTFIN,MUTHOOTFINEQN,EQ,1950,1983.95,1923.7,1965,1955.45,9.55,0.49,565171,1102710789.81,2078.75,1216,5.472038484666266,-61.5953947368421,57.32,19-Oct-2023,-2.39,18-Sep-2024,https://nsearchives.nseindia.com/365d/MUTHOOTFIN-EQ.svg,https://nsearchives.nseindia.com/30d/MUTHOOTFIN-EQ.svg,https://nsearchives.nseindia.com/today/MUTHOOTFINEQN.svg
